stock,89年1-9月,稅後純益,89年1-9月,增(減)(%),期末股本,稅後純益,89年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-9月,增(減)(%),營業利益,89年1-9月,營業外
1535,33112,59051,91969,-35.79,811719,0.73,1.13,12.3794,27.568,1.25,0.99,1535,中宇,1126654,1436027,-21.54,65859,91424,20869
1536,-20569,12955,18770,-30.98,512667,0.25,0.4,11.418,41.9647,0.99,0.72,1536,和大,468424,568062,-17.54,36267,48413,-14386
16,12690090,1911087,14382827,-86.71,117751148,0.16,1.3,13.5488,62.9266,1.24,0.63,16,電器電纜類,62167771,69124006,-10.06,208722,1801816,1601091
1601,1207139,-168103,1080667,,2756160,-0.61,3.41,7.8674,39.3348,0.95,0.3,1601,台光,1914650,2035585,-5.94,-111024,-126472,-51580
1602,1736025,3193089,1845863,72.99,31561634,1.01,0.6,13.7809,57.5004,1.14,0.45,1602,太電,9126807,8617427,5.91,-34184,128463,3308425
1604,1289017,804539,1861147,-56.77,11947249,0.67,1.78,11.4195,65.6941,1.47,0.79,1604,聲寶,9766548,10929266,-10.64,246331,572130,558208
1605,7340697,-903407,7911137,,36129763,-0.25,2.5,15.2534,77.1354,1.48,0.9,1605,華新,12565332,15748682,-20.21,93250,570440,-996657
1606,87897,-245699,-84960,189.19,5184000,-0.47,-0.16,10.6811,37.343,0.87,0.51,1606,歌林,3264708,3220408,1.38,-237248,-183281,-23493
1608,114968,-749538,192488,,6296254,-1.19,0.31,12.2039,70.6621,1.7,1.11,1608,華榮,4159159,4725390,-11.98,68251,80071,-883061
1609,79518,-101754,321438,,5425770,-0.19,0.58,11.3493,60.5613,1.39,0.67,1609,大亞,3197735,3935194,-18.74,43797,310180,-158318
1611,188817,129436,234039,-44.69,3601109,0.36,0.65,12.8622,76.1837,3.02,2.3,1611,中電,2248684,2625915,-14.37,34192,86016,101819
1612,414970,-74555,448545,,3321390,-0.22,1.42,11.8309,77.3042,3.46,1.89,1612,宏泰,1566839,1871684,-16.29,-70279,44752,-12750
1613,8972,-233877,86122,,4321974,-0.54,0.2,14.1187,42.4887,0.8,0.33,1613,台一,3842150,5713483,-32.75,-46168,24598,-307434
1614,235221,185774,345873,-46.29,3166040,0.59,1.11,15.2241,67.7474,2.71,2.27,1614,三洋電,4798774,4437428,8.14,116183,158521,113019
1615,-19794,-25744,-43702,-41.09,882000,-0.29,-0.5,11.663,46.3106,0.97,0.56,1615,大山,1095479,963598,13.69,-32848,-60725,-3744
1616,35551,-58866,54956,,1008294,-0.58,0.54,17.1622,70.618,1.76,0.86,1616,億泰,1041139,1107521,-5.99,-30637,15043,-29016
1617,-2493,127179,120711,5.36,955661,1.33,1.35,15.0781,54.7269,1.36,1.07,1617,榮星,2292167,2304938,-0.55,113918,161629,31463
1618,-26415,32613,8503,283.55,1193850,0.27,0.07,17.2568,47.3663,0.87,0.43,1618,合機,1287600,887487,45.08,55188,20451,-45790
17,21248,4531163,4112139,10.19,75980783,0.6,0.56,14.8761,60.1061,1.67,1.12,17,化學類,73462727,68134649,7.82,5269050,4663774,323663
1701,-112115,-86339,-11694,638.32,2509100,-0.34,-0.05,13.2696,52.8583,1.08,0.67,1701,中化,1790034,1852408,-3.37,32112,74695,-113248
1702,-150265,48120,-70332,,2796871,0.17,-0.25,8.249,47.8584,0.68,0.45,1702,南僑,1025279,1095951,-6.45,60564,79933,-12444
1704,160330,158627,256988,-38.27,4717247,0.34,0.57,13.1857,66.3985,1.7,1.04,1704,榮化,5535506,5618811,-1.48,171726,174425,77261
1707,-70866,-5839,-78022,-92.52,1308186,-0.04,-0.6,10.716,73.5247,3.77,2.7,1707,葡萄王,725597,655519,10.69,32737,-2891,-36959
1708,304970,52141,198780,-73.77,2104529,0.25,1.03,12.6672,69.4554,1.14,0.69,1708,東碱,1184578,1228447,-3.57,-57445,-55589,114287
1709,23592,156539,107033,46.25,1970848,0.79,0.56,13.0745,78.719,3.66,1.86,1709,和益,2441136,2138194,14.17,179837,115903,17505
1710,21760,396568,373102,6.29,4959070,0.8,0.73,11.3252,69.25,1.04,0.66,1710,東聯,3413935,3738638,-8.69,348268,388595,96577
1711,-125855,113501,112114,1.24,3878600,0.29,0.3,12.5446,67.9355,1.61,0.81,1711,永光,3028291,2949955,2.66,242824,210056,-147392
1712,-5770,64199,108133,-40.63,3573319,0.18,0.31,11.251,66.9129,1.32,0.48,1712,興農,4927015,4849452,1.6,175057,80026,-129534
1713,21797,67675,91754,-26.24,1509517,0.45,0.61,13.2185,84.7672,12.63,8.89,1713,國化,614650,776551,-20.85,58706,98031,29277
1714,222359,464148,281539,64.86,5110886,0.91,0.61,12.4683,59.197,1.78,1.39,1714,和桐,6943553,4471609,55.28,172599,89690,372380
1715,798698,64519,1071903,-93.98,3371924,0.19,4.12,13.321,57.3437,0.86,0.35,1715,亞化,2303881,2076388,10.96,53291,27131,24125
1716,-40779,312103,260904,19.62,2416535,1.29,1.08,18.7708,86.9291,3.79,2.28,1716,永信,1888383,1825543,3.44,457988,403056,-59046
1717,-237916,435956,589690,-26.07,5541752,0.79,1.18,15.8614,56.7898,1.93,1.34,1717,長興,8864368,9388602,-5.58,572936,1109331,-57151
1718,-605660,144439,-418931,,9123038,0.16,-0.46,8.3058,35.1762,0.79,0.47,1718,中纖,6714159,4363942,53.86,331560,163441,-190895
1720,-34194,72332,66140,9.36,1143521,0.63,0.61,12.5786,63.4541,3.67,2.68,1720,生達,834741,827039,0.93,165840,121286,-54081
1721,237600,-29835,758,,959345,-0.31,<<<<<,8.0584,61.8992,1.01,0.61,1721,三晃,578684,968415,-40.24,-561,-241787,-20868
1722,-482422,608938,-172638,,9800000,0.62,-0.18,31.4174,62.4435,11.38,8.86,1722,台肥,6031040,5955159,1.27,474415,234533,292777
1723,188220,372362,477661,-22.04,1755402,2.12,3.02,13.7252,66.1452,1.81,1.68,1723,中碳,1918854,2149773,-10.74,367523,383605,114400
1724,-33417,62522,54972,13.73,1649140,0.38,0.33,9.4149,55.3932,1.1,0.71,1724,台硝,1318431,1348662,-2.24,173792,106490,-88077
1725,-7603,34114,35529,-3.98,536122,0.64,0.69,11.3597,23.5862,1.04,0.81,1725,元禎,2937986,2195179,33.84,44808,46228,-8516
1726,-61999,342659,311206,10.11,1562489,2.19,1.99,22.542,79.264,3.1,1.95,1726,永記,3574113,3525960,1.37,457052,510447,-370
1727,-1429,4253,21778,-80.47,470000,0.09,0.54,14.8121,70.233,2.01,1.2,1727,中華化,475754,432145,10.09,8378,27989,-6245
1729,24430,513767,300512,70.96,1284364,4,3.17,14.9028,79.4365,2.87,2.47,1729,必翔,1402066,849715,65,609045,326082,61818
1730,-4923,22132,35967,-38.47,407824,0.54,0.88,11.6763,82.2525,3.37,2.64,1730,花仙子,316980,393139,-19.37,24751,55001,4917
1731,5410,58628,48415,21.09,705737,0.83,0.74,15.2264,40.6295,1.08,0.87,1731,美吾華,2093546,1879541,11.39,46239,50573,20866
1732,-2323,11068,24459,-54.75,416117,0.27,0.62,11.0443,84.1096,5.23,3.29,1732,毛寶,337870,363108,-6.95,10543,35190,5959
1733,-10382,71866,34419,108.8,399300,1.8,1.15,13.747,90.0497,8.31,6.81,1733,五鼎,242297,216804,11.76,54465,52304,16340
18,-646234,717436,717517,-0.01,25844524,0.28,0.26,15.3648,69.2191,1.38,0.68,18,玻璃陶瓷類,13271464,16622637,-20.16,1280497,1809247,-138216
1802,-70064,1708651,1353642,26.23,12000000,1.42,1.22,19.8369,79.7306,2.38,1.35,1802,台玻,7862401,9511342,-17.34,1597013,1803706,491638
1805,-317405,-198048,-445337,-55.53,1750000,-1.13,-1.27,9.9352,60.2,0.97,0.23,1805,凱聚,503252,850286,-40.81,-119365,-107053,-78683
1806,-59203,-232095,72525,,3446754,-0.67,0.21,9.1192,59.862,0.83,0.32,1806,信益,978163,1330279,-26.47,-54557,133814,-192440
1807,-50877,-330338,-216453,52.61,2518206,-1.31,-0.86,8.4216,54.7028,0.7,0.18,1807,羅馬,670375,1047685,-36.01,-182116,-165576,-148222
1808,-50618,-88600,-228533,-61.23,300000,-2.95,-2.4,6.856,17.3022,0.08,0.03,1808,國賓瓷,83382,138598,-39.84,-53207,-177915,-31201
1809,46437,43500,138741,-68.65,1640079,0.27,0.85,12.4087,61.0117,1.28,0.71,1809,中釉,1234651,1288322,-4.17,70055,109689,-1724
1810,-144504,-185634,42932,,4189485,-0.44,0.1,15.9016,60.7177,1.17,0.53,1810,和成,1939240,2456125,-21.04,22674,212582,-177584
19,388064,-580476,3787375,,43356256,-0.13,0.9,11.6656,53.3488,1.5,0.76,19,造紙類,37546010,43004333,-12.69,298541,3722879,-793965
1902,-102952,-456148,341625,,5600000,-0.81,0.61,10.4567,45.0703,0.96,0.24,1902,臺紙,3345756,3435452,-2.61,27892,444577,-484040
1903,670997,-279478,480337,,2600391,-1.07,1.99,14.9822,44.9859,1.09,0.56,1903,士紙,1383787,1512766,-8.53,-224179,-169609,-56122
1904,143302,61926,1096366,-94.35,9900000,0.06,1.15,12.3436,47.9986,1.51,0.67,1904,正隆,10546186,12732190,-17.17,233204,1069408,-157736
1905,-9590,-313608,767830,,5631847,-0.56,1.46,11.6004,74.1097,8.68,5.51,1905,華紙,3599534,4428653,-18.72,-365043,845839,59805
1906,-67973,-23705,-55159,-57.02,1918000,-0.12,-0.29,5.448,54.0485,1.02,0.85,1906,寶隆,1334007,1301405,2.51,20215,12814,-43739
1907,-105752,379810,877190,-56.7,12590433,0.3,0.72,12.1057,54.9135,1.55,0.93,1907,永豐餘,13696581,14993959,-8.65,566116,1035942,-120306
1909,-139968,50727,279186,-81.83,5115585,0.1,0.55,11.3108,62.9685,2.29,1.69,1909,榮成,3640159,4599908,-20.86,40336,483908,8173
20,-4427212,931077,15600186,-94.03,179112980,0.05,0.88,12.2249,54.316,1.14,0.43,20,鋼鐵類,168163472,195739745,-14.09,7671161,23158415,-5511925
2002,575977,5485258,15819852,-65.33,91089364,0.6,1.8,13.8071,65.0396,1.77,0.6,2002,中鋼,63913641,77630293,-17.67,6048630,17655980,334155
2005,-87267,-56441,-112989,-50.05,3545225,-0.16,-0.32,1.4261,14.7618,0.43,0.31,2005,友力,813265,914849,-11.1,-13563,-25688,-42878
2006,-404936,-306682,364007,,6801285,-0.45,0.5,14.3851,41.084,0.86,0.37,2006,東鋼,9414335,10871666,-13.4,332838,814690,-578515
2007,-523481,-1455200,129586,,4464106,-3.26,0.29,11.2903,26.4128,0.7,0.11,2007,燁興,7007656,11076688,-36.74,-169563,690106,-1272370
2008,-394844,-415696,-471280,-11.79,4238266,-0.98,-1.11,8.5144,29.7894,0.52,0.16,2008,高興昌,4903408,6991655,-29.87,-117004,-70946,-298805
2009,-8164,-157526,164079,,3578330,-0.44,0.46,9.7893,71.2143,1.88,1.24,2009,第一銅,2019839,2149585,-6.04,127122,219784,-342889
2010,83088,176487,340505,-48.17,4781908,0.37,0.71,15.3975,58.485,1.82,1.2,2010,春源,7702011,8333951,-7.58,202722,345324,16041
2012,-160374,-28474,-176965,-83.91,2877740,-0.1,-0.61,9.0709,45.9091,1.19,0.68,2012,春雨,2342581,2951543,-20.63,80935,-16199,-110694
2013,10712,164918,145846,13.08,1472122,1.12,1.03,18.054,43.4767,1.14,0.77,2013,中鋼構,4504728,3117649,44.49,214628,165310,-16622
2014,-968687,-1818779,-1007507,80.52,11443361,-1.59,-0.88,7.9696,32.4678,1.06,0.14,2014,燁隆,13113085,16112174,-18.61,-819969,-38820,-998810
2015,-124238,95017,232550,-59.14,5395658,0.18,0.41,11.611,62.9357,1.04,0.33,2015,豐興,7550391,7237013,4.33,214598,442304,-92467
2016,-691353,-391229,-413461,-5.38,2659972,-1.47,-1.55,5.757,25.7893,0.47,0.29,2016,名佳利,2486633,2362803,5.24,123262,297061,-468544
2017,-457633,-124736,-205799,-39.39,4507940,-0.28,-0.45,8.5028,60.1628,0.84,0.31,2017,嘉益,2398470,3018761,-20.55,-17061,278084,-107675
2020,81359,15663,123597,-87.33,1170118,0.13,1.06,11.7374,57.5576,1.46,0.68,2020,美亞,1728597,1839672,-6.04,29567,31095,-12116
2022,72823,-198798,19983,,4247693,-0.47,0.05,8.169,63.7138,0.3,0.2,2022,聚亨,952126,1211160,-21.39,-48230,-50669,-150568
2023,-412764,382555,498592,-23.27,7971788,0.48,0.6,13.3986,51.8314,0.85,0.44,2023,燁輝,13206740,15146259,-12.81,903228,1028793,-407741
2024,-124665,-233543,-176086,32.63,1496272,-1.56,-1.14,8.6767,42.455,0.38,0.19,2024,志聯,943494,1293969,-27.09,-111631,-51421,-121912
2025,-121069,-164086,-71996,127.91,3228341,-0.51,-0.22,7.6611,49.6483,0.44,0.11,2025,千興,2500042,2099181,19.1,-29053,61829,-148331
2027,-279653,-13789,53198,,2480410,-0.06,0.21,12.9857,57.937,1.1,0.7,2027,大成鋼,1928549,2825840,-31.75,194035,409841,-216853
2028,-344445,-239247,-411802,-41.9,4026892,-0.59,-1.02,9.2218,40.1421,0.95,0.09,2028,威致,2836148,3035163,-6.56,52920,-103632,-292167
2029,-7467,240226,334029,-28.08,3180000,0.76,1.05,17.849,62.8101,1.23,0.67,2029,盛餘,8368633,6736806,24.22,306648,395973,-885
2030,-46765,19878,63554,-68.72,803592,0.25,0.87,13.3816,38.5882,1.25,0.28,2030,彰源,1669519,1894683,-11.88,71084,133998,-42838
2031,-58984,-66522,139514,,1188000,-0.56,1.45,11.0452,49.7112,1.58,0.95,2031,新光鋼,1941980,2561611,-24.19,40537,230894,-110166
2032,32705,34613,107021,-67.66,756165,0.46,1.46,14.0181,60.9324,1.95,1.36,2032,新鋼,1177156,1343774,-12.4,23524,91537,15101
2033,-32466,18505,5658,227.06,651871,0.28,0.09,11.1068,51.9463,0.97,0.61,2033,佳大,661708,688192,-3.85,38834,48246,-18276
2034,-34621,-31295,106500,,1056561,-0.3,0.98,12.2669,46.6897,1.32,0.59,2034,允強,2078737,2294805,-9.42,-7877,174941,-25100
21,61969,1629442,320175,408.92,35268220,0.46,0.09,13.1013,59.6988,0.99,0.57,21,橡膠類,22551721,22689655,-0.61,1267305,499141,542582
2101,-993910,-283080,-1021653,-72.29,2608200,-1.09,-3.92,6.4251,16.6598,0.23,0.1,2101,南港,2880552,2985880,-3.53,123875,18856,-405463
2102,-350825,143749,-327031,,2691583,0.53,-1.22,11.1021,46.6649,1,0.78,2102,泰豐,2195664,1993644,10.13,162374,18783,-23781
2103,-90537,89401,-109339,,6095114,0.15,-0.18,11.735,64.8596,1.32,0.82,2103,臺橡,4267679,4142829,3.01,192968,-20162,-90640
2104,696484,195769,654935,-70.11,4000234,0.49,1.69,17.444,68.984,1.1,0.56,2104,中橡,1588474,1559514,1.86,102012,-54605,1792
2105,610020,1252316,885549,41.42,8360125,1.5,1.13,15.9461,77.2861,1.52,0.9,2105,正新,5702713,5691450,0.2,469789,461133,1013900
2106,152041,115190,112739,2.17,3203884,0.36,0.37,13.8574,63.7765,1.29,0.82,2106,建大,1884412,2042958,-7.76,-26319,-40068,152394
2107,-58079,-143334,-52815,171.39,3970884,-0.36,-0.13,10.1489,50.6392,1.04,0.32,2107,厚生,1099846,1121462,-1.93,74277,-5339,-218130
2108,-23441,188381,70026,169.02,1960852,0.96,0.37,12.476,79.5022,2.5,1.61,2108,南帝,1690433,1625417,4,207734,127266,13778
2109,120216,71050,107764,-34.07,2377344,0.3,0.47,13.3097,69.5872,2.67,1.86,2109,華豐,1241948,1526501,-18.64,-39405,-6723,98732
22,3379358,6349056,8104384,-21.66,43031572,1.48,1.97,20.5158,65.3395,1.78,1.31,22,汽車類,116065969,152315064,-23.8,4539101,6505116,3165608
2201,1963372,2786710,3318228,-16.02,17263000,1.61,2.02,20.7568,69.9959,2.19,1.57,2201,裕隆,30989966,37609039,-17.6,1692899,2105043,1803015
2204,854861,2761118,3128322,-11.74,12253080,2.25,2.77,24.1303,64.5222,1.96,1.56,2204,中華,33253120,45205792,-26.44,2282415,2913461,917703
2206,2491,21236,392093,-94.58,8053700,0.03,0.5,14.6772,56.7785,1.09,0.5,2206,三陽,14151228,24750809,-42.83,59980,474626,20137
2207,558634,779992,1265741,-38.38,5461792,1.43,2.32,20.2549,64.0262,1.57,1.17,2207,和泰,37671655,44749424,-15.82,503807,1011986,424753
23,61036934,86193445,273902129,-68.53,1371070663,0.63,2.41,17.7868,65.2795,1.7,1.23,23,電子類,1686088162,1834020892,-8.07,101623186,231610658,-2309723
2301,75855,629201,726590,-13.4,6499880,0.97,1.19,12.3464,51.6984,1.29,0.97,2301,光寶,11242261,11565416,-2.79,1033905,749598,-252439
2302,49421,-43351,123879,,2770000,-0.16,0.45,18.1894,85.5313,2.56,1.13,2302,麗正,1036174,1071639,-3.31,9959,82736,-30010
2303,4873413,596312,34067250,-98.25,133356954,0.04,2.97,17.3617,75.6642,2.24,1.88,2303,聯電,50551273,73233312,-30.97,-415569,28959491,-1295458
2304,-958929,-1580931,-1088696,45.21,3737824,-4.23,-1.61,5.0455,14.0784,0.72,0.46,2304,誠洲,4280735,8164084,-47.57,-496843,-389916,-1027132
2305,397382,-442066,235733,,4539974,-0.97,0.52,7.007,55.8225,2.45,1.91,2305,全友,2038730,2237073,-8.87,-102081,-161649,-339985
2306,4467278,619406,6155292,-89.94,43261121,0.14,1.57,14.5779,69.8883,1.58,1.29,2306,宏電,50052366,80675964,-37.96,-1025703,1067675,1986658
2308,4091996,2930874,3625438,-19.16,11894600,2.46,3.8,22.4151,61.0874,0.95,0.84,2308,台達電,19587977,19186794,2.09,99726,147535,3222120
2310,563824,860111,781046,10.12,4681309,1.84,1.95,15.3238,48.746,1.92,1.33,2310,旭麗,9713682,11772965,-17.49,730462,386788,349002
2311,1337686,-944719,4543344,,32548000,-0.29,1.65,13.1179,62.532,1.19,0.98,2311,日月光,14603773,18742899,-22.08,1224332,3883623,-2654481
2312,788308,1167262,694547,68.06,9469393,1.23,0.85,13.5259,69.4223,1.24,0.96,2312,金寶,6778803,8844192,-23.35,63585,212928,1230274
2313,112656,1039569,1624061,-35.99,8250786,1.26,2.39,20.6117,59.3153,2.23,1.77,2313,華通,11949633,14103707,-15.27,399871,1708776,721879
2314,538275,611456,629372,-2.85,3830934,1.6,2.01,12.9303,63.3963,1.74,0.87,2314,台揚,3746100,3361720,11.43,256331,194229,437526
2315,837672,664480,1443145,-53.96,9945133,0.67,1.62,15.1713,62.1003,2.13,1.54,2315,神達,23209973,33523986,-30.77,287114,864473,487366
2316,117228,-229414,766641,,4279599,-0.54,1.82,14.8085,59.9795,1.47,1.06,2316,楠梓電,4078778,5721403,-28.71,267598,685282,-496450
2317,3735425,9087968,7079042,28.38,17687800,5.14,4.87,29.1112,49.3592,1.23,0.81,2317,鴻海,99648006,59076949,68.67,5709212,4720405,4858414
2318,-82455,-280791,-78851,256.1,2939084,-0.96,-0.27,11.8252,63.4595,1.51,0.87,2318,佳錄,982641,1620117,-39.35,-299449,-26889,-4878
2319,-218354,185432,258272,-28.2,14674308,0.13,0.18,10.3075,43.6877,2.95,2.45,2319,大眾,30673167,35892969,-14.54,1765125,839471,-1255664
2321,146235,67991,155496,-56.27,2769788,0.25,0.63,14.065,54.1339,1.26,0.82,2321,東訊,6924471,6436663,7.58,50972,3858,2019
2322,645333,359139,400598,-10.35,4886683,0.73,0.82,11.1646,35.0715,1.11,0.44,2322,致福,7576317,6361586,19.09,-145319,-241037,584145
2323,3599031,2622937,5386549,-51.31,21732464,1.21,3.11,17.947,60.5785,2.01,1.6,2323,中環,13414242,11451621,17.14,2626257,1324196,-260229
2324,1036311,3973318,4167719,-4.66,21018148,1.89,2.68,18.5381,68.5635,1.71,1.39,2324,仁寶,51273867,51733263,-0.89,2970907,3427059,1088361
2325,306399,8434,2345013,-99.64,18851737,<<<<<,1.62,14.5368,64.3634,2.29,1.95,2325,矽品,11842368,13807739,-14.23,-22682,2205357,-458299
2326,-170488,-358964,-405264,-11.42,3507681,-1.02,-0.74,8.3812,48.2378,1.07,0.4,2326,亞瑟,1963847,3852450,-49.02,-58435,-235339,-300501
2327,2206391,3345848,3306034,1.2,20507928,1.63,2.4,19.3041,65.763,0.91,0.58,2327,國巨,4910025,4992730,-1.66,1162485,1337731,2174562
2328,216093,63159,394206,-83.98,3441000,0.18,1.15,14.2008,81.4379,2.78,2.63,2328,廣宇,2643253,5350445,-50.6,159665,170224,-96946
2329,-604861,-1871430,482741,,12413826,-1.51,0.49,11.3541,46.837,0.65,0.42,2329,華泰,7773314,10824258,-28.19,-1904453,403884,-117976
2330,3535419,9969453,43633128,-77.15,181325531,0.55,3.73,15.0098,81.5936,2.35,1.92,2330,台積電,92758387,112406715,-17.48,11483034,39381528,-5122731
2331,-110263,1787577,805092,122.03,2246536,7.96,5.26,22.055,39.34,1.1,1.01,2331,精英,21280217,11504994,84.97,1895173,1221842,382265
2332,186804,748279,575900,29.93,4449865,1.68,1.52,20.473,64.3111,3.56,2.79,2332,友訊,10632342,8548954,24.37,664405,365723,135040
2333,150807,-89978,429994,,6598761,-0.14,0.72,11.4055,61.118,1.51,0.58,2333,碧悠,4119385,4264536,-3.4,334020,523636,61744
2335,-77164,-139804,32546,,843779,-1.66,0.39,8.3434,36.6355,0.44,0.27,2335,清三,949453,1395127,-31.95,-91579,109710,-48225
2336,84976,17735,438771,-95.96,4079867,0.04,1.39,13.2109,54.1339,2.63,2.38,2336,致伸,8012033,7725334,3.71,64786,401163,-126992
2337,-830417,2467959,5644222,-56.27,33593426,0.73,2.28,13.8727,64.6736,3.23,2.02,2337,旺宏,17036277,20381408,-16.41,4620718,6337639,-1692759
2338,45347,424499,308435,37.63,3747846,1.13,1.05,13.1396,75.2113,2.03,1.7,2338,光罩,1988411,1456468,36.52,422047,268401,20265
2340,-16593,52885,556889,-90.5,4282761,0.12,1.64,14.1507,62.7049,2.03,1.18,2340,光磊,2280175,3418431,-33.3,-12410,609541,23663
2341,91058,-340969,576907,,3276851,-1.04,1.96,15.2624,44.9875,1.85,0.7,2341,英群,5890704,8413168,-29.98,-281528,573967,-129709
2342,5157694,-15098252,4489004,,32390394,-4.66,1.53,9.2614,47.5136,0.97,0.42,2342,茂矽,7553002,22254156,-66.06,-7642564,10802,-6309194
2343,436430,841091,854192,-1.53,6641215,1.27,1.7,20.1424,72.7176,2.91,2.19,2343,精業,7186506,6591536,9.03,405258,520928,510635
2344,-991592,-6543315,9348178,,44252490,-1.48,2.58,16.0186,73.5948,2.42,1.6,2344,華邦電,18179727,36838093,-50.65,-7167470,9827603,1627867
2345,265969,920865,490680,87.67,3710463,2.48,1.63,23.0501,57.1147,3,2.26,2345,智邦,13555037,8008018,69.27,1424973,252993,-319267
2346,2351059,1552257,2881062,-46.12,7321780,2.12,5.02,16.9575,41.4672,1.58,1.17,2346,源興,17803513,18649284,-4.54,-72883,524655,1630787
